t1,key1,t2,key2,reduce,time
50000,5,20000,5,7,77946.63
50000,5,20000,5,9,218645.3
50000,5,20000,10,3,27779.98
50000,5,20000,10,5,29366.674
50000,5,20000,10,9,22382.06
50000,5,20000,30,3,64790.34
50000,5,20000,30,5,1757549.0
50000,5,20000,30,7,40883.53
50000,5,20000,30,9,87458.74
50000,5,20000,50,5,47199.58
50000,5,20000,50,7,39650.36
50000,5,20000,100,3,60169.906
50000,5,20000,100,5,25289.787
50000,5,20000,100,7,34036.742
50000,5,20000,100,9,27094.72
50000,5,20000,300,3,140531.86
50000,5,20000,300,7,42490.258
20000,1,20000,1,3,21839.99
20000,1,20000,1,5,26410.92
20000,1,20000,1,7,25302.018
20000,1,20000,1,9,39818.418
20000,1,20000,3,5,145016.73
20000,1,20000,3,7,28877.492
20000,1,20000,3,9,31221.572
20000,1,20000,5,3,134824.92
20000,1,20000,5,7,40048.215
20000,1,20000,5,9,27596.963
20000,1,20000,10,3,104793.97
20000,1,20000,10,5,29284.842
20000,1,20000,10,7,48236.242
20000,1,20000,10,9,1658209.6
20000,1,20000,30,5,208893.61
20000,1,20000,30,7,25212.559
20000,1,20000,50,3,63877.168
20000,1,20000,50,5,110434.81
20000,1,20000,50,7,28741.93
20000,1,20000,50,9,200925.33
20000,1,20000,100,3,27848.125
20000,1,20000,100,5,27181.836
20000,1,20000,100,7,28935.08
20000,1,20000,300,3,131779.1
20000,1,20000,300,5,40586.656
20000,1,20000,300,7,29388.836
20000,1,20000,300,9,112664.29
20000,3,20000,3,5,43239.8
20000,3,20000,3,7,64778.91
20000,3,20000,5,3,68442.68
20000,3,20000,5,5,66796.086
20000,3,20000,5,7,22067.654
20000,3,20000,5,9,28759.342
20000,3,20000,10,5,23515.844
20000,3,20000,10,7,31655.467
20000,3,20000,10,9,21034.484
20000,3,20000,30,3,151806.33
20000,3,20000,30,5,49459.78
20000,3,20000,30,7,28971.168
20000,3,20000,30,9,43608.91
20000,3,20000,50,5,38521.117
20000,3,20000,50,7,20310.414
20000,3,20000,100,3,23782.355
20000,3,20000,100,5,29517.482
20000,3,20000,100,7,122728.34
20000,3,20000,100,9,27280.547
20000,3,20000,300,3,37488.082
20000,3,20000,300,7,29281.658
20000,3,20000,300,9,71826.7
20000,5,20000,5,3,27024.605
20000,5,20000,5,5,75682.52
20000,5,20000,5,7,81746.516
20000,5,20000,10,3,113673.94
20000,5,20000,10,5,141913.39
20000,5,20000,10,7,88611.03
20000,5,20000,30,3,26284.857
20000,5,20000,30,5,29194.55
20000,5,20000,30,7,28702.459
20000,5,20000,50,3,46368.13
20000,5,20000,50,5,91781.234
20000,5,20000,50,7,36110.12
20000,5,20000,50,9,96003.17
20000,5,20000,100,3,24473.559
20000,5,20000,100,7,54399.9
20000,5,20000,100,9,137018.12
20000,5,20000,300,3,169769.06
20000,5,20000,300,5,50916.78
20000,5,20000,300,7,27826.727
20000,10,20000,10,3,38370.06
20000,10,20000,10,7,201272.64
20000,10,20000,10,9,71332.68
20000,10,20000,30,3,28747.578
20000,10,20000,30,5,228589.6
20000,10,20000,30,7,46603.664
20000,10,20000,30,9,29312.084
20000,10,20000,50,5,54219.5
20000,10,20000,50,7,39701.254
20000,10,20000,50,9,27242.85
20000,10,20000,100,5,26506.377
20000,10,20000,100,7,48227.504
20000,10,20000,300,3,90874.56
20000,10,20000,300,5,37110.035
20000,10,20000,300,7,23190.996
20000,10,20000,300,9,30018.908
20000,30,20000,30,5,35170.14
20000,30,20000,30,7,109706.734
20000,30,20000,30,9,27170.744
20000,30,20000,50,3,98473.93
20000,30,20000,50,5,102123.82
20000,30,20000,50,7,46921.055
20000,30,20000,50,9,47096.207
20000,30,20000,100,5,86089.11
20000,30,20000,100,7,72103.56
20000,30,20000,100,9,22180.727
20000,30,20000,300,5,32971.426
20000,30,20000,300,7,185356.34
20000,30,20000,300,9,29200.285
20000,50,20000,50,5,119874.484
20000,50,20000,50,7,47700.88
20000,50,20000,50,9,29140.393
20000,50,20000,100,3,62757.977
20000,50,20000,100,5,1716521.1
20000,50,20000,100,7,76627.24
20000,50,20000,100,9,288694.12
20000,50,20000,300,5,49019.316
20000,50,20000,300,9,23130.96
20000,100,20000,100,3,22708.719
20000,100,20000,100,5,133020.4
20000,100,20000,100,7,57960.934
20000,100,20000,100,9,25482.377
20000,100,20000,300,3,47588.15
20000,100,20000,300,5,26714.371
20000,300,20000,300,3,46296.945
20000,300,20000,300,5,100361.016
20000,300,20000,300,7,52893.598
20000,300,20000,300,9,142478.61
500000,5,5000,5,5,131934.39
500000,5,5000,5,7,28850.516
500000,5,5000,5,9,26414.02
500000,5,20000,1,3,29230.182
500000,5,20000,1,7,28003.523
500000,5,20000,1,9,46704.13
500000,5,20000,3,3,102544.64
500000,5,20000,3,5,32775.797
500000,5,20000,3,7,33139.45
500000,5,20000,5,3,21847.906
500000,5,20000,5,5,28090.773
500000,5,20000,5,7,43043.918
500000,5,20000,10,3,25289.787
500000,5,20000,10,5,71759.125
500000,5,20000,10,7,97993.52
500000,5,20000,10,9,28517.525
500000,5,20000,30,5,51226.65
500000,5,20000,30,7,228589.6
500000,5,20000,30,9,45482.867
500000,5,20000,50,3,79470.42
500000,5,20000,50,5,33366.035
500000,5,20000,50,7,61853.566
500000,5,20000,100,3,20142.846
500000,5,20000,100,5,27651.627
500000,5,20000,100,7,26968.273
500000,5,20000,100,9,57783.77
500000,5,20000,300,5,1578360.6
500000,5,20000,300,7,29049.77
500000,5,20000,300,9,112990.97
500000,5,50000,5,3,21313.914
500000,5,50000,5,7,27395.365
500000,5,50000,5,9,98311.04
79265,15,79265,15,4,81060.09
79265,15,79265,15,6,320919.47
79265,15,79265,15,8,23496.387
79265,15,79265,15,10,28627.31
79265,15,83273,13,6,185791.7
79265,15,83273,13,8,28455.502
79265,15,83273,13,10,126819.336
79265,15,83273,13,12,46967.21
79265,15,94226,20,4,23318.361
79265,15,94226,20,6,24359.879
79265,15,94226,20,10,29313.762
79265,15,94226,20,12,22728.63
79265,15,34779,10,4,51027.71
79265,15,34779,10,6,27311.994
79265,15,34779,10,8,28955.756
79265,15,34779,10,12,135826.52
79265,15,68326,4,4,36252.734
79265,15,68326,4,6,244818.34
79265,15,68326,4,8,23095.848
79265,15,68326,4,12,27803.2
79265,15,22320,18,4,73896.914
79265,15,22320,18,8,94564.37
79265,15,22320,18,10,82257.02
79265,15,22320,18,12,30566.637
79265,15,54197,18,6,48793.11
79265,15,54197,18,8,46096.09
79265,15,54197,18,10,36254.633
79265,15,54197,18,12,28521.469
79265,15,20000,1,4,28974.125
79265,15,20000,1,6,57934.96
79265,15,20000,1,8,104164.85
79265,15,20000,1,10,26565.441
79265,15,20000,3,4,26030.51
79265,15,20000,3,6,65107.906
79265,15,20000,3,8,596719.25
79265,15,20000,3,12,26132.715
79265,15,20000,5,4,93576.016
79265,15,20000,5,6,535837.1
79265,15,20000,5,8,52984.375
79265,15,20000,5,10,23845.855
79265,15,20000,10,4,23732.58
79265,15,20000,10,8,30957.398
79265,15,20000,10,10,29712.697
79265,15,20000,10,12,40399.207
79265,15,20000,30,4,271917.56
79265,15,20000,30,8,28667.936
79265,15,20000,30,10,97044.18
79265,15,20000,30,12,28034.6
79265,15,20000,50,4,48753.9
79265,15,20000,50,6,43953.664
79265,15,20000,50,8,38808.88
79265,15,20000,50,12,54619.535
79265,15,20000,100,4,28372.285
79265,15,20000,100,8,82075.62
79265,15,20000,100,10,113128.55
79265,15,20000,100,12,28849.883
79265,15,20000,300,4,32480.318
79265,15,20000,300,6,87675.45
79265,15,20000,300,8,28409.082
79265,15,20000,300,10,30207.586
79265,15,50000,5,6,92586.25
79265,15,50000,5,8,27376.457
79265,15,50000,5,10,21745.137
79265,15,50000,5,12,26259.227
83273,13,83273,13,4,1716521.1
83273,13,83273,13,6,59782.68
83273,13,83273,13,8,171676.4
83273,13,83273,13,12,67010.59
83273,13,94226,20,4,27304.363
83273,13,94226,20,6,51262.125
83273,13,94226,20,8,234882.88
83273,13,94226,20,10,98402.305
83273,13,34779,10,4,48774.312
83273,13,34779,10,6,115588.65
83273,13,34779,10,10,156047.88
83273,13,34779,10,12,38236.91
83273,13,68326,4,4,92586.25
83273,13,68326,4,8,62448.477
83273,13,68326,4,10,42435.914
83273,13,68326,4,12,58948.465
83273,13,22320,18,4,94951.59
83273,13,22320,18,6,26728.361
83273,13,22320,18,8,29314.992
83273,13,22320,18,10,27498.47
83273,13,54197,18,4,28420.896
83273,13,54197,18,6,25092.215
83273,13,54197,18,8,31222.436
83273,13,54197,18,10,27322.545
83273,13,20000,1,6,25917.111
83273,13,20000,1,8,32243.848
83273,13,20000,1,10,91359.44
83273,13,20000,1,12,29224.55
83273,13,20000,3,4,186976.58
83273,13,20000,3,6,28093.453
83273,13,20000,3,8,476297.16
83273,13,20000,3,10,49157.09
83273,13,20000,5,4,27376.457
83273,13,20000,5,6,28418.594
83273,13,20000,5,10,27143.137
83273,13,20000,5,12,20050.545
83273,13,20000,10,4,114872.92
83273,13,20000,10,6,42117.684
83273,13,20000,10,10,30510.078
83273,13,20000,10,12,69913.836
83273,13,20000,30,4,39661.14
83273,13,20000,30,6,27446.176
83273,13,20000,30,8,277574.3
83273,13,20000,30,10,29028.943
83273,13,20000,50,4,110054.84
83273,13,20000,50,6,24415.256
83273,13,20000,50,8,29018.26
83273,13,20000,50,10,32309.35
83273,13,20000,100,6,427975.7
83273,13,20000,100,8,45627.277
83273,13,20000,100,10,35150.355
83273,13,20000,100,12,256233.66
83273,13,20000,300,4,350938.7
83273,13,20000,300,6,34204.52
83273,13,20000,300,8,29480.488
83273,13,20000,300,12,41292.695
83273,13,50000,5,4,35155.117
83273,13,50000,5,6,97993.52
83273,13,50000,5,8,89378.61
83273,13,50000,5,12,204768.88
94226,20,94226,20,4,53395.15
94226,20,94226,20,8,27416.406
94226,20,94226,20,10,51598.79
94226,20,94226,20,12,59397.887
94226,20,34779,10,4,39010.035
94226,20,34779,10,6,28903.143
94226,20,34779,10,8,26077.744
94226,20,34779,10,10,93423.36
94226,20,68326,4,6,87450.82
94226,20,68326,4,8,24854.885
94226,20,68326,4,10,30457.924
94226,20,68326,4,12,27656.059
94226,20,22320,18,4,26019.02
94226,20,22320,18,6,33912.812
94226,20,22320,18,10,179491.34
94226,20,22320,18,12,87671.77
94226,20,54197,18,4,58580.383
94226,20,54197,18,6,232295.89
94226,20,54197,18,10,26108.727
94226,20,54197,18,12,68090.336
94226,20,20000,1,4,60871.336
94226,20,20000,1,8,29418.531
94226,20,20000,1,10,148578.23
94226,20,20000,1,12,116478.336
94226,20,20000,3,6,25067.555
94226,20,20000,3,8,57531.934
94226,20,20000,3,10,61086.33
94226,20,20000,3,12,26518.943
94226,20,20000,5,4,73266.414
94226,20,20000,5,6,61102.004
94226,20,20000,5,10,61557.508
94226,20,20000,5,12,34291.43
94226,20,20000,10,4,200925.33
94226,20,20000,10,8,27189.64
94226,20,20000,10,10,116464.34
94226,20,20000,10,12,26299.525
94226,20,20000,30,4,77782.15
94226,20,20000,30,8,28362.033
94226,20,20000,30,10,154739.47
94226,20,20000,30,12,30042.535
94226,20,20000,50,4,33749.62
94226,20,20000,50,6,42158.43
94226,20,20000,50,8,57530.34
94226,20,20000,50,12,251899.56
94226,20,20000,100,6,25667.205
94226,20,20000,100,8,256764.97
94226,20,20000,100,10,130093.37
94226,20,20000,100,12,47149.508
94226,20,20000,300,4,68090.336
94226,20,20000,300,6,26974.91
94226,20,20000,300,8,1241511.8
94226,20,20000,300,10,28092.38
94226,20,50000,5,4,40331.727
94226,20,50000,5,6,36126.414
94226,20,50000,5,8,47430.836
94226,20,50000,5,10,28318.113
34779,10,34779,10,4,96343.72
34779,10,34779,10,8,187858.28
34779,10,34779,10,10,56165.88
34779,10,34779,10,12,27125.617
34779,10,68326,4,4,59010.73
34779,10,68326,4,8,57431.504
34779,10,68326,4,10,251899.56
34779,10,68326,4,12,57740.2
34779,10,22320,18,4,138610.25
34779,10,22320,18,8,75588.89
34779,10,22320,18,10,29401.535
34779,10,22320,18,12,43219.27
34779,10,54197,18,4,27739.424
34779,10,54197,18,6,26098.22
34779,10,54197,18,10,130329.92
34779,10,54197,18,12,540311.25
34779,10,20000,1,4,152171.88
34779,10,20000,1,6,59924.184
34779,10,20000,1,8,47710.34
34779,10,20000,1,12,29218.783
34779,10,20000,3,6,27959.465
34779,10,20000,3,8,26669.416
34779,10,20000,3,10,40249.574
34779,10,20000,3,12,20566.021
34779,10,20000,5,6,110901.625
34779,10,20000,5,8,27644.482
34779,10,20000,5,10,50794.223
34779,10,20000,5,12,23667.146
34779,10,20000,10,4,27286.662
34779,10,20000,10,6,61269.24
34779,10,20000,10,10,29344.781
34779,10,20000,10,12,26816.78
34779,10,20000,30,4,60169.906
34779,10,20000,30,6,70673.29
34779,10,20000,30,8,28513.092
34779,10,20000,30,12,28940.932
34779,10,20000,50,4,25700.395
34779,10,20000,50,6,28315.898
34779,10,20000,50,10,24260.79
34779,10,20000,50,12,27322.883
34779,10,20000,100,4,33833.793
34779,10,20000,100,8,63011.535
34779,10,20000,100,10,112664.29
34779,10,20000,100,12,52155.117
34779,10,20000,300,4,65231.586
34779,10,20000,300,6,26590.764
34779,10,20000,300,8,71859.38
34779,10,20000,300,12,81387.29
34779,10,50000,5,6,28049.977
34779,10,50000,5,8,138610.25
34779,10,50000,5,10,60575.24
34779,10,50000,5,12,155356.81
68326,4,68326,4,4,26837.732
68326,4,68326,4,6,23398.69
68326,4,68326,4,8,28361.682
68326,4,68326,4,12,26478.812
68326,4,22320,18,4,28455.123
68326,4,22320,18,8,40973.97
68326,4,22320,18,10,56183.72
68326,4,22320,18,12,40920.43
68326,4,54197,18,4,22607.828
68326,4,54197,18,6,83313.92
68326,4,54197,18,10,1186513.0
68326,4,54197,18,12,39598.668
68326,4,20000,1,4,60163.71
68326,4,20000,1,6,26160.768
68326,4,20000,1,8,28882.725
68326,4,20000,1,10,323777.2
68326,4,20000,3,6,54128.625
68326,4,20000,3,8,25990.672
68326,4,20000,3,10,41671.402
68326,4,20000,3,12,27572.84
68326,4,20000,5,4,46125.906
68326,4,20000,5,6,52372.23
68326,4,20000,5,8,21520.943
68326,4,20000,5,10,26423.39
68326,4,20000,10,4,23761.5
68326,4,20000,10,6,603100.0
68326,4,20000,10,10,27489.398
68326,4,20000,10,12,118159.25
68326,4,20000,30,6,24117.166
68326,4,20000,30,8,25695.027
68326,4,20000,30,10,24403.965
68326,4,20000,30,12,29172.062
68326,4,20000,50,4,61743.418
68326,4,20000,50,6,54902.168
68326,4,20000,50,8,1689792.9
68326,4,20000,50,10,29386.902
68326,4,20000,100,4,41351.805
68326,4,20000,100,8,45943.71
68326,4,20000,100,10,28067.424
68326,4,20000,100,12,30800.293
68326,4,20000,300,4,27304.832
68326,4,20000,300,6,30103.508
68326,4,20000,300,8,28240.955
68326,4,20000,300,10,681292.1
68326,4,50000,5,4,66165.88
68326,4,50000,5,8,48012.32
68326,4,50000,5,10,27379.668
68326,4,50000,5,12,27025.25
22320,18,22320,18,4,43700.043
22320,18,22320,18,6,41946.24
22320,18,22320,18,8,143371.12
22320,18,22320,18,10,39203.297
22320,18,54197,18,4,25421.38
22320,18,54197,18,6,27968.586
22320,18,54197,18,8,20566.021
22320,18,54197,18,10,25632.615
22320,18,20000,1,4,24034.555
22320,18,20000,1,6,50158.38
22320,18,20000,1,8,26967.605
22320,18,20000,1,10,22180.727
22320,18,20000,3,4,36123.49
22320,18,20000,3,8,41538.086
22320,18,20000,3,10,
22320,18,20000,3,12,
22320,18,20000,5,4,
22320,18,20000,5,6,
22320,18,20000,5,8,
22320,18,20000,5,10,
22320,18,20000,10,4,
22320,18,20000,10,6,
22320,18,20000,10,10,
22320,18,20000,10,12,
22320,18,20000,30,4,
22320,18,20000,30,6,
22320,18,20000,30,8,
22320,18,20000,30,10,
22320,18,20000,50,4,
22320,18,20000,50,6,
22320,18,20000,50,8,
22320,18,20000,50,10,
22320,18,20000,100,4,
22320,18,20000,100,8,
22320,18,20000,100,10,
22320,18,20000,100,12,
22320,18,20000,300,4,
22320,18,20000,300,6,
22320,18,20000,300,10,
22320,18,20000,300,12,
22320,18,50000,5,4,
22320,18,50000,5,6,
22320,18,50000,5,8,
22320,18,50000,5,10,
54197,18,54197,18,4,
54197,18,54197,18,6,
54197,18,54197,18,8,
54197,18,54197,18,12,
54197,18,20000,1,4,
54197,18,20000,1,6,
54197,18,20000,1,10,
54197,18,20000,1,12,
54197,18,20000,3,6,
54197,18,20000,3,8,
54197,18,20000,3,10,
54197,18,20000,3,12,
54197,18,20000,5,6,
54197,18,20000,5,8,
54197,18,20000,5,10,
54197,18,20000,5,12,
54197,18,20000,10,4,
54197,18,20000,10,8,
54197,18,20000,10,10,
54197,18,20000,10,12,
54197,18,20000,30,4,
54197,18,20000,30,6,
54197,18,20000,30,10,
54197,18,20000,30,12,
54197,18,20000,50,6,
54197,18,20000,50,8,
54197,18,20000,50,10,
54197,18,20000,50,12,
54197,18,20000,100,4,
54197,18,20000,100,8,
54197,18,20000,100,10,
54197,18,20000,100,12,
54197,18,20000,300,4,
54197,18,20000,300,6,
54197,18,20000,300,10,
54197,18,20000,300,12,
54197,18,50000,5,6,
54197,18,50000,5,8,
54197,18,50000,5,10,
54197,18,50000,5,12,
